Kingdom,Phylum,Subphylum,Superclass,Subsuperclass,Class,Infraclass,Superorder,Order,Family,Genus,Species,Annotation_level,QMIC1955_18S_QU39_3,QMIC1956_18S_QU39_3,QMIC1957_18S_QU39_3,QMIC1958_18S_QU39_3,QMIC1959_18S_QU39_3,QMIC1965_18S_QU39_3,QMIC1966_18S_QU39_3,QMIC1967_18S_QU39_3,QMIC1968_18S_QU39_3,QMIC1969_18S_QU39_3,QMIC1975_18S_QU39_3,QMIC1976_18S_QU39_3,QMIC1977_18S_QU39_3,QMIC1978_18S_QU39_3,QMIC1979_18S_QU39_3,QMIC1985_18S_QU39_3,QMIC1986_18S_QU39_3,QMIC1987_18S_QU39_3,QMIC1988_18S_QU39_3,QMIC1989_18S_QU39_3,QMIC1995_18S_QU39_3,QMIC1996_18S_QU39_3,QMIC1997_18S_QU39_3,QMIC1998_18S_QU39_3,QMIC1999_18S_QU39_3,QMIC2005_18S_QU39_3,QMIC2006_18S_QU39_3,QMIC2007_18S_QU39_3,QMIC2008_18S_QU39_3,QMIC2009_18S_QU39_3,QMIC2015_18S_QU39_3,QMIC2016_18S_QU39_3,QMIC2017_18S_QU39_3,QMIC2018_18S_QU39_3,QMIC2019_18S_QU39_3,QMIC2025_18S_QU39_3,QMIC2026_18S_QU39_3,QMIC2027_18S_QU39_3,QMIC2028_18S_QU39_3,QMIC2029_18S_QU39_3,QMIC2035_18S_QU39_3,QMIC2036_18S_QU39_3,QMIC2037_18S_QU39_3,QMIC2038_18S_QU39_3,QMIC2039_18S_QU39_3,QMIC2045_18S_QU39_3,QMIC2046_18S_QU39_3,QMIC2047_18S_QU39_3,QMIC2048_18S_QU39_3,QMIC2049_18S_QU39_3,QMIC2055_18S_QU39_3,QMIC2056_18S_QU39_3,QMIC2057_18S_QU39_3,QMIC2058_18S_QU39_3,QMIC2059_18S_QU39_3,QMIC2065_18S_QU39_3,QMIC2066_18S_QU39_3,QMIC2067_18S_QU39_3,QMIC2068_18S_QU39_3,QMIC2069_18S_QU39_3,QMIC2075_18S_QU39_3,QMIC2076_18S_QU39_3,QMIC2077_18S_QU39_3,QMIC2078_18S_QU39_3,QMIC2079_18S_QU39_3,QMIC2085_18S_QU39_3,QMIC2086_18S_QU39_3,QMIC2087_18S_QU39_3,QMIC2088_18S_QU39_3,QMIC2089_18S_QU39_3,QMIC2095_18S_QU39_3,QMIC2096_18S_QU39_3,QMIC2097_18S_QU39_3,QMIC2098_18S_QU39_3,QMIC2099_18S_QU39_3,QMIC2115_18S_QU39_3,QMIC2116_18S_QU39_3,QMIC2117_18S_QU39_3,QMIC2118_18S_QU39_3,QMIC2119_18S_QU39_3,QMIC2125_18S_QU39_3,QMIC2126_18S_QU39_3,QMIC2127_18S_QU39_3,QMIC2128_18S_QU39_3,QMIC2129_18S_QU39_3,QMIC2135_18S_QU39_3,QMIC2136_18S_QU39_3,QMIC2137_18S_QU39_3,QMIC2138_18S_QU39_3,QMIC2139_18S_QU39_3,QMIC2145_18S_QU39_3,QMIC2146_18S_QU39_3,QMIC2147_18S_QU39_3,QMIC2148_18S_QU39_3,QMIC2149_18S_QU39_3,QMIC2156_18S_QU39_3,QMIC2157_18S_QU39_3,QMIC2158_18S_QU39_3,QMIC2159_18S_QU39_3,QMIC2174_18S_QU39_3,QMIC2175_18S_QU39_3,QMIC2176_18S_QU39_3,QMIC2177_18S_QU39_3,QMIC2178_18S_QU39_3,QMIC2193_18S_QU39_3,QMIC2194_18S_QU39_3,QMIC2195_18S_QU39_3,QMIC2196_18S_QU39_3,QMIC2197_18S_QU39_3,QMIC2204_18S_QU39_3,QMIC2234_18S_QU39_3,QMIC2235_18S_QU39_3,QMIC2236_18S_QU39_3,QMIC2237_18S_QU39_3,QMIC2247_18S_QU39_3,QMIC2253_18S_QU39_3,QMIC2254_18S_QU39_3,QMIC2255_18S_QU39_3,QMIC2256_18S_QU39_3,QMIC2257_18S_QU39_3,QMIC2263_18S_QU39_3,QMIC2276_18S_QU39_4,QMIC2277_18S_QU39_4,QMIC2278_18S_QU39_4,QMIC2294_18S_QU39_4,QMIC2295_18S_QU39_4,QMIC2296_18S_QU39_4,QMIC2297_18S_QU39_4,QMIC2298_18S_QU39_4,QMIC2313_18S_QU39_4,QMIC2326_18S_QU39_4,QMIC2327_18S_QU39_4,QMIC2328_18S_QU39_4,QMIC2329_18S_QU39_4,QMIC2330_18S_QU39_4,QMIC2336_18S_QU39_4,QMIC2337_18S_QU39_4,QMIC2338_18S_QU39_4,QMIC2339_18S_QU39_4,QMIC2340_18S_QU39_4,QMIC2346_18S_QU39_4,QMIC2347_18S_QU39_4,QMIC2348_18S_QU39_4,QMIC2349_18S_QU39_4,QMIC2350_18S_QU39_4,QMIC2356_18S_QU39_4,QMIC2357_18S_QU39_4,QMIC2358_18S_QU39_4,QMIC2359_18S_QU39_4,QMIC2360_18S_QU39_4,QMIC2366_18S_QU39_4,QMIC2367_18S_QU39_4,QMIC2368_18S_QU39_4,QMIC2369_18S_QU39_4,QMIC2370_18S_QU39_4,QMIC2372_18S_QU39_4,QMIC2374_18S_QU39_4,QMIC2376_18S_QU39_4,QMIC2378_18S_QU39_4,QMIC2380_18S_QU39_4,QMIC2386_18S_QU39_4,QMIC2387_18S_QU39_4,QMIC2388_18S_QU39_4,QMIC2389_18S_QU39_4,QMIC2390_18S_QU39_4,QMIC2396_18S_QU39_4,QMIC2397_18S_QU39_4,QMIC2398_18S_QU39_4,QMIC2399_18S_QU39_4,QMIC2400_18S_QU39_4,QPK1506-bulk_18S_QPKbulk_2017,QPK1512-bulk_18S_QPKbulk_2017,QPK1530-bulk_18S_QPKbulk_2017,QPK1534-bulk_18S_QPKbulk_2017,QPK1558-bulk_18S_QPKbulk_2017,QPK1569-bulk_18S_QPKbulk_2017,QPK1576-bulk_18S_QPKbulk_2017,QPK1593-bulk_18S_QPKbulk_2017,QPK1600-bulk_18S_QPKbulk_2017,QPK1613-bulk_18S_QPKbulk_2017,QPK1621-bulk_18S_QPKbulk_2017,QPK1629-bulk_18S_QPKbulk_2017,QPK1640-bulk_18S_QPKbulk_2017,QPK1652-bulk_18S_QPKbulk_2017,QPK1664-bulk_18S_QPKbulk_2017,QPK1670-bulk_18S_QPKbulk_2017,QPK1678-bulk_18S_QPKbulk_2017,QPK1696-bulk_18S_QPKbulk_2017,QPK1713-bulk_18S_QPKbulk_2017,QPK1727-bulk_18S_QPKbulk_2017,QPK1737-bulk_18S_QPKbulk_2017,QPK962-bulk_18S_QPKbulk_2017
Chromista,Ochrophyta,Khakista,Khakista_EXT,Bacillariophyceae,Coscinodiscophycidae,Coscinodiscophycidae_EXT,Biddulphianae,Hemiaulales,Hemiaulaceae,Eucampia,Guinardia striata,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,207,29,0,0,50,113,16,7,0,137,137,138,9,0,0,0,121,0,0,700,780,527,0,0,1624,332,289,4,0,33,29,148,239,10,12,0,245,25,7,34,36,4,10,0,8,0,0,0,0,0,0,0,0,0,457,389,14,0,0,72,64,84,0,0,24,0,101,154,129,0,0,22,71,0,0,16,8,16,24,28,28,2,6,9,1036,1049,32,6,50,12,15,53,15,0,0,13,55,4,340,223,123,64,0,0,8,0,11,9,0,0,5,8,6,0,23,16,28,3,0,14,14,12,0,0,4,7,7,9,0,6,6,11,0,0,32,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chromista,Ochrophyta,Khakista,Khakista_EXT,Bacillariophyceae,Coscinodiscophycidae,Coscinodiscophycidae_EXT,Biddulphianae,Hemiaulales,Hemiaulaceae,Hemiaulaceae@,Hemiaulaceae@@,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,115,22,27,0,0,11,0,0,0,0,0,0,0,0,0,0,64,86,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chromista,Ochrophyta,Khakista,Khakista_EXT,Bacillariophyceae,Coscinodiscophycidae,Coscinodiscophycidae_EXT,Biddulphianae,Hemiaulales,Hemiaulaceae,Hemiaulus,Hemiaulus sinensis,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,10,0,0,0,0,5,0,0,0,0,14,0,0,0,0,11,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,8,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chromista,Ochrophyta,Khakista,Khakista_EXT,Bacillariophyceae,Coscinodiscophycidae,Coscinodiscophycidae_EXT,Biddulphianae,Hemiaulales,Hemiaulales@,Hemiaulales@@,Hemiaulales@@@,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,14,0,0,0,6,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chromista,Ochrophyta,Khakista,Khakista_EXT,Bacillariophyceae,Coscinodiscophycidae,Coscinodiscophycidae_EXT,Chaetocerotanae,Chaetocerotanae_incertae_sedis,Attheyaceae,Attheya,Attheya longicornis,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,23,20,0,0,0,21,26,67,0,0,0,0,16,0,0,93,96,35,0,0,106,34,27,0,0,0,0,14,85,18,0,0,0,11,0,17,28,0,0,0,22,0,0,0,0,0,0,0,0,0,62,65,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,61,5,74,65,45,13,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chromista,Ochrophyta,Khakista,Khakista_EXT,Bacillariophyceae,Coscinodiscophycidae,Coscinodiscophycidae_EXT,Chaetocerotanae,Chaetocerotanae_incertae_sedis,Chaetocerotaceae,Chaetoceros,Chaetoceros affinis,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,23,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7,0,18,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chromista,Ochrophyta,Khakista,Khakista_EXT,Bacillariophyceae,Coscinodiscophycidae,Coscinodiscophycidae_EXT,Chaetocerotanae,Chaetocerotanae_incertae_sedis,Chaetocerotaceae,Chaetoceros,Chaetoceros anastomosans,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chromista,Ochrophyta,Khakista,Khakista_EXT,Bacillariophyceae,Coscinodiscophycidae,Coscinodiscophycidae_EXT,Chaetocerotanae,Chaetocerotanae_incertae_sedis,Chaetocerotaceae,Chaetoceros,Chaetoceros brevis,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,6,13,0,0,0,50,34,0,0,0,0,0,38,5,0,24,76,18,0,0,122,16,0,0,0,0,0,0,15,7,9,0,7,0,0,25,50,20,0,0,308,120,64,0,0,17,6,61,0,0,0,0,65,0,0,66,21,19,0,0,89,12,63,31,21,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,11,16,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chromista,Ochrophyta,Khakista,Khakista_EXT,Bacillariophyceae,Coscinodiscophycidae,Coscinodiscophycidae_EXT,Chaetocerotanae,Chaetocerotanae_incertae_sedis,Chaetocerotaceae,Chaetoceros,Chaetoceros contortus,12,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,7,6,0,0,14,19,0,0,6,151,264,26,0,0,11,0,22,19,0,136,173,41,0,0,335,43,34,10,0,0,0,13,132,48,0,0,40,17,0,0,31,0,12,0,325,8,9,0,3,36,39,451,95,4,4,0,177,5,6,40,31,258,0,0,0,0,9,29,0,3,9,0,0,0,0,9,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,101,0,332,128,88,0,4,9,9,0,0,0,0,0,0,12,0,0,0,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chromista,Ochrophyta,Khakista,Khakista_EXT,Bacillariophyceae,Coscinodiscophycidae,Coscinodiscophycidae_EXT,Chaetocerotanae,Chaetocerotanae_incertae_sedis,Chaetocerotaceae,Chaetoceros,Chaetoceros curvisetus,12,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,32,0,0,0,9,0,0,0,0,3,0,0,0,3,0,0,3,31,0,0,0,3,11,2,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chromista,Ochrophyta,Khakista,Khakista_EXT,Bacillariophyceae,Coscinodiscophycidae,Coscinodiscophycidae_EXT,Chaetocerotanae,Chaetocerotanae_incertae_sedis,Chaetocerotaceae,Chaetoceros,Chaetoceros danicus,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,11,24,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chromista,Ochrophyta,Khakista,Khakista_EXT,Bacillariophyceae,Coscinodiscophycidae,Coscinodiscophycidae_EXT,Chaetocerotanae,Chaetocerotanae_incertae_sedis,Chaetocerotaceae,Chaetoceros,Chaetoceros debilis,12,6,0,0,0,23,10,6,4,12,49,4,8,3,20,6,19,8,0,5,10,0,0,2,4,38,130,903,333,18,35,1249,1361,77,115,99,1185,875,448,82,18,495,269,2151,136,37,801,1923,1370,21,29,425,151,134,26,11,0,0,14,156,99,0,0,15,26,9,5,17,8,7,26,24,0,35,8,26,0,0,77,7,19,5,0,91,2,19,6,5,25,0,11,0,0,3,8,54,0,14,0,11,0,0,17,0,7,38,26,44,0,4,38,0,20,0,5,21,0,0,67,25,4,0,48,331,13,1722,535,727,52,23,21,76,14,52,23,14,15,10,16,7,11,45,40,99,6,4,307,252,366,5,4,0,17,48,70,10,85,52,82,16,5,34,10,9,11,9,20,12,9,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chromista,Ochrophyta,Khakista,Khakista_EXT,Bacillariophyceae,Coscinodiscophycidae,Coscinodiscophycidae_EXT,Chaetocerotanae,Chaetocerotanae_incertae_sedis,Chaetocerotaceae,Chaetoceros,Chaetoceros decipiens,12,25,18,2,0,0,33,37,20,7,0,50,69,29,0,0,34,61,13,0,0,10,24,26,0,2,52,318,98,3,0,274,278,36,5,4,145,108,216,11,4,84,18,253,13,2,105,160,81,0,0,109,18,27,0,0,0,0,10,61,8,8,4,41,9,0,28,51,5,2,0,67,26,4,0,0,31,20,52,5,0,41,28,88,0,0,118,115,48,0,0,198,14,74,9,13,6,15,8,15,0,10,7,3,0,0,0,8,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,18,0,37,18,19,0,0,0,0,0,0,4,0,0,0,0,0,0,235,237,14,0,0,7,7,0,0,0,3,3,2,0,0,12,6,30,0,0,8,7,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chromista,Ochrophyta,Khakista,Khakista_EXT,Bacillariophyceae,Coscinodiscophycidae,Coscinodiscophycidae_EXT,Chaetocerotanae,Chaetocerotanae_incertae_sedis,Chaetocerotaceae,Chaetoceros,Chaetoceros didymus,12,0,0,0,0,2,0,0,0,11,11,0,0,0,11,4,0,0,0,0,8,0,0,0,2,7,0,22,5,0,7,114,156,15,0,11,611,687,282,18,0,20,3,87,20,8,15,29,24,0,10,14,0,7,9,0,0,0,0,25,10,0,0,11,0,3,12,38,0,2,0,144,10,0,0,9,0,0,37,3,9,0,0,13,6,0,0,0,4,0,0,0,0,0,9,0,0,0,0,3,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,9,0,0,11,0,2,0,7,35,11,471,246,160,23,6,3,20,7,16,0,4,0,0,16,18,0,32,27,30,3,0,6,0,0,0,0,0,0,0,0,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chromista,Ochrophyta,Khakista,Khakista_EXT,Bacillariophyceae,Coscinodiscophycidae,Coscinodiscophycidae_EXT,Chaetocerotanae,Chaetocerotanae_incertae_sedis,Chaetocerotaceae,Chaetoceros,Chaetoceros eibenii,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219,184,21,0,0,18,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chromista,Ochrophyta,Khakista,Khakista_EXT,Bacillariophyceae,Coscinodiscophycidae,Coscinodiscophycidae_EXT,Chaetocerotanae,Chaetocerotanae_incertae_sedis,Chaetocerotaceae,Chaetoceros,Chaetoceros lauderi,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,18,0,0,66,46,0,0,0,5,9,18,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chromista,Ochrophyta,Khakista,Khakista_EXT,Bacillariophyceae,Coscinodiscophycidae,Coscinodiscophycidae_EXT,Chaetocerotanae,Chaetocerotanae_incertae_sedis,Chaetocerotaceae,Chaetoceros,Chaetoceros seiracanthus,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chromista,Ochrophyta,Khakista,Khakista_EXT,Bacillariophyceae,Coscinodiscophycidae,Coscinodiscophycidae_EXT,Chaetocerotanae,Chaetocerotanae_incertae_sedis,Chaetocerotaceae,Chaetoceros,Chaetoceros socialis,12,48,17,20,10,71,49,25,34,37,15,17,16,30,13,0,0,4,0,5,48,0,0,27,15,34,0,13,4,4,41,101,241,10,11,159,605,696,496,41,8,141,49,932,241,122,533,1041,462,66,42,576,291,280,125,21,10,3,1080,3406,2028,11,13,610,482,118,139,753,104,203,369,76,20,269,85,97,5,0,81,234,71,1117,907,150,134,67,22,12,207,32,20,12,0,18,140,85,4,5,27,83,0,0,0,35,0,3,11,53,11,20,5,0,5,9,7,53,0,0,16,12,0,4,111,986,39,1150,403,836,659,64,206,74,65,137,127,16,19,23,110,29,46,404,347,739,11,19,92,57,132,32,10,8,19,30,118,33,116,83,182,57,21,41,93,60,57,20,20,21,45,33,32,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chromista,Ochrophyta,Khakista,Khakista_EXT,Bacillariophyceae,Coscinodiscophycidae,Coscinodiscophycidae_EXT,Chaetocerotanae,Chaetocerotanae_incertae_sedis,Chaetocerotaceae,Chaetoceros,Chaetoceros tenuissimus,12,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,9,0,0,0,374,122,42,0,0,25,16,159,0,0,175,167,21,0,0,450,72,19,23,0,6,0,0,9,189,137,21,0,0,26,14,0,0,0,70,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chromista,Ochrophyta,Khakista,Khakista_EXT,Bacillariophyceae,Coscinodiscophycidae,Coscinodiscophycidae_EXT,Chaetocerotanae,Chaetocerotanae_incertae_sedis,Chaetocerotaceae,Chaetoceros,Chaetoceros@,11,29,0,0,0,14,22,0,18,21,15,7,10,10,0,0,17,15,0,0,0,5,14,0,0,8,98,585,360,40,12,470,541,11,19,46,876,908,1308,27,15,106,42,530,82,28,630,1199,645,14,18,860,226,204,12,4,0,0,36,207,86,0,0,0,28,8,131,479,0,0,14,704,58,11,6,11,5,0,167,19,0,11,8,150,16,6,44,69,456,8,0,278,88,132,9,0,503,176,0,5,40,105,284,0,0,3,13,99,8,7,21,0,27,0,0,15,0,0,23,0,0,11,18,335,14,4509,2679,2662,78,19,203,166,30,60,56,8,52,117,45,21,4,145,167,180,0,3,100,40,45,4,0,2,33,4,20,6,12,11,77,0,3,20,19,6,7,8,11,17,8,12,18,0,11,11,1238,50,18,4,0,21,8,0,157,17,1683,128,39,221,98,13,0,28,0
Chromista,Ochrophyta,Khakista,Khakista_EXT,Bacillariophyceae,Coscinodiscophycidae,Coscinodiscophycidae_EXT,Chaetocerotanae,Chaetocerotanae_incertae_sedis,Chaetocerotaceae,Chaetocerotaceae@,Chaetocerotaceae@@,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
