ASV,Kingdom,Supergroup,Division,Class,Order,Family,Genus,Species,QMIC1955,QMIC1956,QMIC1957,QMIC1958,QMIC1959,QMIC1969,QMIC1965,QMIC1966,QMIC1967,QMIC1968,QMIC1975,QMIC1976,QMIC1977,QMIC1978,QMIC1979,QMIC1985,QMIC1986,QMIC1987,QMIC1988,QMIC1989,QMIC1995,QMIC1996,QMIC1997,QMIC1998,QMIC1999,QMIC2005,QMIC2006,QMIC2007,QMIC2008,QMIC2009,QMIC2015,QMIC2016,QMIC2017,QMIC2018,QMIC2019,QMIC2025,QMIC2026,QMIC2027,QMIC2028,QMIC2029,QMIC2035,QMIC2036,QMIC2037,QMIC2038,QMIC2039,QMIC2045,QMIC2046,QMIC2047,QMIC2048,QMIC2049,QMIC2055,QMIC2056,QMIC2057,QMIC2058,QMIC2059,QMIC2065,QMIC2066,QMIC2067,QMIC2068,QMIC2069,QMIC2075,QMIC2076,QMIC2077,QMIC2078,QMIC2079,QMIC2085,QMIC2086,QMIC2087,QMIC2088,QMIC2089,QMIC2095,QMIC2096,QMIC2097,QMIC2098,QMIC2099,QMIC2115,QMIC2116,QMIC2117,QMIC2118,QMIC2119,QMIC2125,QMIC2126,QMIC2127,QMIC2128,QMIC2129,QMIC2135,QMIC2136,QMIC2137,QMIC2138,QMIC2139,QMIC2145,QMIC2146,QMIC2147,QMIC2148,QMIC2149,QMIC2156,QMIC2157,QMIC2158,QMIC2159,QMIC2174,QMIC2175,QMIC2176,QMIC2177,QMIC2178,QMIC2193,QMIC2194,QMIC2195,QMIC2196,QMIC2197,QMIC2204,QMIC2234,QMIC2235,QMIC2236,QMIC2237,QMIC2247,QMIC2253,QMIC2254,QMIC2255,QMIC2256,QMIC2257,QMIC2263,QMIC2276,QMIC2277,QMIC2278,QMIC2294,QMIC2295,QMIC2296,QMIC2297,QMIC2298,QMIC2313,QMIC2326,QMIC2327,QMIC2328,QMIC2329,QMIC2330,QMIC2336,QMIC2337,QMIC2338,QMIC2339,QMIC2340,QMIC2346,QMIC2347,QMIC2348,QMIC2349,QMIC2350,QMIC2356,QMIC2357,QMIC2358,QMIC2359,QMIC2360,QMIC2366,QMIC2367,QMIC2368,QMIC2369,QMIC2370,QMIC2372,QMIC2374,QMIC2376,QMIC2378,QMIC2380,QMIC2386,QMIC2387,QMIC2388,QMIC2389,QMIC2390,QMIC2396,QMIC2397,QMIC2398,QMIC2399,QMIC2400
H3_ASV419,Eukaryota,Hacrobia,Haptophyta,Prymnesiophyceae,Prymnesiophyceae_Clade_F,Prymnesiophyceae_Clade_F_X,Prymnesiophyceae_Clade_F_XX,Prymnesiophyceae_Clade_F_XX_sp.,11,8,7,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,164,36,0,0,63,92,46,19,0,61,80,134,21,0,49,41,294,4,0,40,30,43,7,0,22,0,29,0,0,0,0,0,26,12,0,20,56,0,0,19,13,0,0,0,15,0,0,0,0,0,0,15,24,0,0,0,27,23,12,13,27,26,16,0,126,72,76,40,0,17,24,22,0,0,9,11,23,0,14,9,39,0,8,36,11,0,0,0,0,14,20,5,0,0,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
H3_ASV420,Eukaryota,Stramenopiles,Ochrophyta,Bacillariophyta,Bacillariophyta_X,Polar-centric-Mediophyceae,Chaetoceros,Chaetoceros_peruvianus,0,0,0,0,0,0,10,0,10,0,7,4,0,0,0,0,15,0,0,0,0,0,0,0,0,19,162,100,9,3,104,74,11,12,0,251,266,438,0,5,16,0,42,0,5,87,119,82,0,0,52,25,39,0,0,0,0,8,46,0,0,0,0,0,0,19,27,0,0,0,21,6,0,0,0,0,0,42,0,0,0,0,26,0,0,9,14,6,0,0,261,77,12,5,0,357,64,0,0,40,105,157,0,0,0,0,15,8,0,12,0,6,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
H3_ASV421,Eukaryota,Opisthokonta,Choanoflagellida,Choanoflagellatea,Acanthoecida,Stephanoecidae_Group_D,Stephanoecidae_Group_D_X,Stephanoecidae_Group_D_X_sp.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,14,14,0,0,0,69,39,27,12,0,0,0,94,15,0,0,0,0,10,0,0,0,0,28,0,0,0,0,57,0,0,0,0,33,0,0,0,0,7,0,0,0,9,11,17,0,0,12,12,6,0,0,20,9,12,0,0,0,11,3,0,0,0,12,41,0,0,14,26,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
H3_ASV422,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Prorocentrales,Prorocentraceae,Prorocentrum,Prorocentrum@,91,0,0,0,0,0,64,34,0,0,0,0,0,0,0,140,172,0,0,0,0,90,0,0,0,0,179,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,200,0,0,0,0,64,0,0,0,48,0,0,0,0,69,57,157,0,0,131,89,0,0,0,32,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
H3_ASV423,Eukaryota,Alveolata,Dinoflagellata,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-6,Dino-Group-II-Clade-6_X,Dino-Group-II-Clade-6_X_sp.,0,0,0,40,27,0,0,0,0,111,0,0,0,96,0,0,0,0,0,0,0,0,0,49,37,0,0,0,18,41,0,0,0,0,36,0,0,0,0,46,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,18,0,0,0,0,39,0,0,0,0,33,0,0,0,0,37,0,0,0,84,0,0,0,29,25,0,0,0,0,68,0,0,0,0,55,107,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
H3_ASV424,Eukaryota,Hacrobia,Haptophyta,Prymnesiophyceae,Prymnesiales,Prymnesiaceae,Haptolina,Haptolina_sp.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,19,36,7,0,0,0,11,0,0,0,19,0,0,0,0,8,7,4,0,0,0,0,10,0,0,26,10,0,0,0,20,0,9,0,0,5,0,0,0,61,52,4,0,0,792,394,77,0,0,147,57,15,0,0,0,6,11,0,0,0,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
H3_ASV425,Eukaryota,Alveolata,Dinoflagellata,Syndiniales,Dino-Group-I,Dino-Group-I-Clade-3,Dino-Group-I-Clade-3_X,Dino-Group-I-Clade-3_X_sp.,0,0,0,35,16,54,0,0,16,107,0,0,0,69,16,0,0,0,41,8,0,0,0,59,46,0,0,0,56,14,0,0,0,0,138,0,0,0,0,82,0,0,0,50,58,0,4,0,0,56,0,0,0,0,39,0,0,0,105,30,0,0,0,0,16,0,0,0,0,50,0,0,0,0,19,0,0,0,0,14,0,0,0,0,11,0,0,0,32,0,0,0,0,0,0,0,0,0,43,0,0,0,21,6,0,0,0,0,16,0,0,0,0,0,27,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
H3_ASV426,Eukaryota,Alveolata,Dinoflagellata,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-10-and-11,Dino-Group-II-Clade-10-and-11_X,Dino-Group-II-Clade-10-and-11_X_sp.,0,0,0,61,144,115,0,0,0,139,0,0,0,148,82,0,0,0,32,35,0,0,0,54,84,0,0,0,24,34,0,0,0,0,33,0,0,0,13,18,0,0,0,12,9,0,0,0,7,19,0,0,0,15,9,0,0,0,0,15,0,0,0,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,51,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
H3_ASV427,Eukaryota,Hacrobia,Picozoa,Picozoa_X,Picozoa_XX,Picozoa_XXX,Picozoa_XXXX,Picozoa_XXXX_sp.,16,0,12,12,8,4,28,13,30,31,0,0,15,21,0,7,0,0,10,0,0,0,15,22,11,0,24,16,12,8,11,25,8,9,20,28,27,41,30,0,38,8,237,15,9,26,32,57,5,9,28,12,9,16,0,10,10,8,68,0,14,24,106,20,0,0,0,13,29,0,0,0,7,11,10,0,0,14,20,7,0,0,17,43,8,0,0,10,6,7,0,0,14,53,11,0,0,11,19,0,0,13,14,12,0,0,7,0,13,0,0,14,5,9,34,0,0,0,0,11,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
H3_ASV428,Eukaryota,Stramenopiles,Ochrophyta,Dictyochophyceae,Dictyochophyceae_X,Florenciellales,Pseudochattonella,Pseudochattonella_verruculosa,25,5,0,0,0,0,45,22,0,0,36,54,5,0,0,51,91,8,0,0,194,275,17,0,0,0,13,7,8,0,0,3,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,2,0,0,0,0,0,0,18,0,0,5,6,0,0,0,20,8,2,0,0,0,2,0,0,34,32,2,0,0,4,0,0,0,0,0,136,79,7,0,0,6,10,3,0,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
H3_ASV429,Eukaryota,Alveolata,Dinoflagellata,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-10-and-11,Dino-Group-II-Clade-10-and-11_X,Dino-Group-II-Clade-10-and-11_X_sp.,0,0,0,0,19,0,0,0,18,71,0,0,0,62,0,0,0,0,0,0,0,0,22,0,0,0,0,0,14,0,0,0,0,14,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,9,0,0,0,0,15,0,0,0,37,0,0,0,0,0,55,0,0,0,0,29,0,0,0,0,30,0,0,0,18,102,0,0,0,24,14,0,0,55,55,0,0,0,273,124,51,0,0,0,19,0,68,0,0,0,12,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
H3_ASV430,Eukaryota,Alveolata,Dinoflagellata,Syndiniales,Dino-Group-I,Dino-Group-I-Clade-5,Dino-Group-I-Clade-5_X,Dino-Group-I-Clade-5_X_sp.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,0,0,0,0,140,0,0,0,0,261,0,0,0,0,704,0,0,0,886,0,0,0,28,402,0,0,27,43,853,0,0,0,0,95,226,0,0,0,0,15,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
H3_ASV431,Eukaryota,Hacrobia,Haptophyta,Prymnesiophyceae,Prymnesiales,Chrysochromulinaceae,Chrysochromulina,Chrysochromulina_sp.,0,0,0,0,0,0,23,0,0,0,0,0,0,7,0,13,19,0,10,0,45,58,0,0,0,0,40,0,11,0,19,11,10,8,0,18,15,18,0,0,0,0,64,0,0,18,20,8,0,0,10,4,0,0,0,0,0,0,0,0,10,23,0,0,0,6,11,9,0,0,36,0,0,0,0,12,14,25,0,0,0,0,15,0,0,0,0,9,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
H3_ASV432,Eukaryota,Alveolata,Ciliophora,Spirotrichea,Strombidiida,Strombidiidae,Strombidium,Strombidium_sp.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,46,0,0,0,539,33,0,0,0,0,0,0,0,96,30,0,0,0,197,572,0,0,0,201,681,0,0,0,0,43,40,0,0,0,169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
H3_ASV433,Eukaryota,Alveolata,Dinoflagellata,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-12,Dino-Group-II-Clade-12_X,Dino-Group-II-Clade-12_X_sp.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,27,10,0,0,10,10,29,0,0,10,11,46,22,0,11,0,23,31,0,2,0,0,284,0,11,6,27,137,0,0,6,0,46,0,0,0,0,22,0,0,0,0,74,0,0,0,0,21,0,0,0,18,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,27,17,0,0,0,132,0,0,0,0,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
H3_ASV434,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Gymnodiniales,Warnowiaceae,Warnowia,Warnowia_sp.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,265,47,0,0,0,0,0,0,0,0,663,55,0,0,0,148,113,285,0,0,319,22,0,0,0,44,0,0,0,0,0,0,0,0,302,78,129,0,0,75,28,0,0,0,0,0,0,0,0,0,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
H3_ASV435,Eukaryota,Alveolata,Dinoflagellata,Syndiniales,Dino-Group-I,Dino-Group-I-Clade-5,Dino-Group-I-Clade-5_X,Dino-Group-I-Clade-5_X_sp.,0,0,0,12,45,97,0,0,0,26,0,0,0,11,48,0,0,0,22,52,0,0,0,38,75,0,0,0,17,35,0,0,0,0,60,0,0,0,15,56,0,0,0,0,82,0,0,0,0,107,0,0,0,0,70,0,0,0,18,55,0,0,0,11,51,0,0,0,0,16,0,0,0,0,77,0,0,0,0,55,0,0,0,10,45,0,0,0,0,35,0,0,0,0,58,0,0,8,73,0,0,0,0,25,0,0,0,0,0,0,0,0,0,10,30,0,0,0,0,20,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
H3_ASV436,Eukaryota,Stramenopiles,Ochrophyta,Bacillariophyta,Bacillariophyta_X,Polar-centric-Mediophyceae,Skeletonema,Skeletonema_costatum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,36,0,0,0,44,57,41,0,0,0,0,0,0,0,453,310,150,0,0,103,41,69,0,0,0,0,0,84,0,0,0,0,0,7,0,40,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
H3_ASV437,Eukaryota,Alveolata,Dinoflagellata,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-14,Dino-Group-II-Clade-14_X,Dino-Group-II-Clade-14_X_sp.,26,18,9,0,0,0,30,14,112,21,4,8,86,0,0,14,23,14,0,0,3,0,60,0,0,14,72,140,9,0,16,29,13,4,0,0,7,8,11,0,12,0,52,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,16,17,27,0,0,6,25,0,0,0,0,15,56,0,0,0,0,57,0,0,0,0,0,5,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
H3_ASV438,Eukaryota,Alveolata,Dinoflagellata,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-47,Dino-Group-II-Clade-47_X,Dino-Group-II-Clade-47_X_sp.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,34,0,0,0,0,10,0,0,0,0,0,0,0,0,6,0,0,0,8,0,0,0,0,0,19,0,7,0,10,0,18,0,0,0,0,28,0,0,0,0,0,0,0,0,30,11,0,0,0,0,44,0,0,0,37,0,0,0,0,82,0,0,0,2,212,0,0,3,0,0,0,0,0,0,0,82,27,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
H3_ASV439,Eukaryota,Rhizaria,Cercozoa,Filosa-Imbricatea,Filosa-Imbricatea_X,Novel-clade-2,Novel-clade-2_X,Novel-clade-2_X_sp.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,14,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,27,0,0,30,0,4,29,44,8,0,0,27,0,18,0,0,52,0,96,0,0,0,0,285,0,0,62,39,59,0,0,539,114,53,0,0,0,16,0,0,31,9,31,0,0,18,10,79,0,0,27,186,64,0,0,0,0,0,0,0,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
H3_ASV440,Eukaryota,Alveolata,Alveolata_X,Ellobiopsidae,Ellobiopsidae_X,Ellobiopsidae_XX,Thalassomyces,Thalassomyces_sp.,0,6,5,8,0,0,6,0,8,20,0,0,5,17,0,0,0,2,14,0,0,0,38,7,0,0,0,3,48,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,20,0,0,0,0,61,0,0,0,9,71,0,0,0,0,11,0,0,0,0,27,0,0,0,15,18,0,0,0,68,14,0,0,0,17,21,0,0,0,33,127,0,2,21,34,0,0,0,41,27,0,0,0,63,22,0,0,0,7,19,0,0,0,0,12,14,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
H3_ASV441,Eukaryota,Hacrobia,Picozoa,Picozoa_X,Picozoa_XX,Picozoa_XXX,Picozoa_XXXX,Picozoa_XXXX_sp.,32,14,16,0,0,0,42,44,69,0,11,11,36,0,0,13,11,11,0,0,0,7,95,5,0,7,80,60,0,0,22,29,21,0,0,13,26,37,0,0,34,13,197,18,0,21,38,33,0,0,35,17,5,9,0,0,0,0,0,0,27,30,134,0,0,0,43,18,4,0,0,0,7,0,0,0,0,48,12,0,0,0,57,9,0,0,0,13,0,0,0,0,121,38,0,0,40,0,0,0,0,41,0,0,0,0,30,0,0,0,0,78,11,0,8,0,0,65,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
H3_ASV442,Eukaryota,Hacrobia,Haptophyta,Prymnesiophyceae,Prymnesiophyceae_Clade_E,Prymnesiophyceae_Clade_E_X,Prymnesiophyceae_Clade_E_XX,Prymnesiophyceae_Clade_E_XX_sp.,44,30,23,24,12,0,0,0,50,39,0,0,0,15,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,11,0,0,0,0,0,13,0,0,0,17,0,0,0,0,28,0,0,0,0,62,12,0,0,0,25,13,0,0,0,106,0,0,0,41,62,0,0,0,47,17,0,0,19,64,26,0,0,0,11,0,15,0,0,0,0,20,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
H3_ASV443,Eukaryota,Alveolata,Dinoflagellata,Syndiniales,Dino-Group-I,Dino-Group-I-Clade-1,Dino-Group-I-Clade-1_X,Dino-Group-I-Clade-1_X_sp.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,274,0,0,0,0,0,33,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
H3_ASV444,Eukaryota,Alveolata,Dinoflagellata,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-1,Dino-Group-II-Clade-1_X,Dino-Group-II-Clade-1_X_sp.,25,3,0,0,0,0,23,7,69,0,7,9,34,0,0,35,67,23,0,0,50,47,45,5,0,0,48,53,64,0,0,13,0,8,0,0,0,12,0,0,8,0,60,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,61,35,0,0,0,8,4,12,0,0,0,13,0,0,0,0,9,0,0,0,0,8,0,0,0,0,15,0,0,0,0,33,0,0,0,7,0,0,0,0,22,0,0,0,0,53,0,0,0,0,7,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
